"Qty";"Value";"Device";"Package";"Parts";"Description";"";
"2";"";"BOHR3,3";"BOHR3,3";"DRL1, DRL2";"";"";
"1";"";"PINHD-2X25BOX";"2X25WV";"J2";"";"";
"1";"C64-EXPANSIONP";"C64-EXPANSIONP";"EXPPORT";"J1";"";"";
"1";"OPEN_SOURCE_HW";"OPEN_SOURCE_HW";"OPENHW";"U$22";"";"";
